Time(fs),Time_ZINDO(s),Time_LC-DFTB(s),Time_STO-3G(s),Time_3-21G(s),Time_6-31G(s),Time_def2-SVP(s),Time_def2-TZVP(s),Time_def2-QZVP(s)
559,0.020967,0.26,0.425717,,,,,
560,0.021133,0.26,0.428267,0.43615,0.637283,1.059167,3.660083,
561,0.015783,0.26,0.4115,,,,,
562,0.020933,0.26,0.408833,0.438067,,,,
563,0.017733,0.26,0.4225,,,,,
564,0.018517,0.26,0.399917,0.4419,0.671683,,,
565,0.021217,0.26,0.401083,,,,,
566,0.018033,0.26,0.385183,0.43295,,,,
567,0.020817,0.26,0.395117,,,,,
568,0.021217,0.26,0.398567,0.457317,0.605383,0.96325,,
569,0.017267,0.26,0.38885,,,,,
570,0.019517,0.25,0.4197,0.436533,,,,
571,0.019267,0.26,0.4368,,,,,
572,0.01875,0.24,0.4003,0.454883,0.6526,,,
573,0.0202,0.25,0.411783,,,,,
574,0.020533,0.25,0.3984,0.4407,,,,
575,0.01785,0.24,0.389583,,,,,
576,0.016167,0.24,0.395833,0.422833,0.617583,1.083267,3.640933,21.33975
577,0.016583,0.25,0.386783,,,,,
578,0.015917,0.25,0.409917,0.440783,,,,
579,0.018767,0.25,0.4086,,,,,
580,0.016267,0.26,0.391367,0.459467,0.6289,,,
581,0.01895,0.26,0.4033,,,,,
582,0.016883,0.26,0.415433,0.440367,,,,
583,0.018033,0.26,0.385183,,,,,
584,0.01905,0.26,0.391267,0.4496,0.615683,0.999717,,
585,0.018817,0.26,0.395583,,,,,
586,0.018617,0.25,0.406583,0.439333,,,,
587,0.019817,0.26,0.383683,,,,,
588,0.017383,0.26,0.387183,0.443667,0.627867,,,
589,0.016617,0.25,0.393117,,,,,
590,0.018617,0.24,0.401017,0.417667,,,,
591,0.018517,0.24,0.396317,,,,,
592,0.02205,0.24,0.3888,0.416233,0.6221,1.114617,3.661333,
593,0.020683,0.24,0.4061,,,,,
594,0.0176,0.24,0.398233,0.4258,,,,
595,0.0175,0.24,0.3845,,,,,
596,0.018467,0.26,0.38795,0.418517,0.644433,,,
597,0.020433,0.26,0.4135,,,,,
598,0.019733,0.25,0.408467,0.402883,,,,
599,0.020133,0.26,0.423983,,,,,
600,0.017383,0.26,0.37815,0.431567,0.642417,0.980117,,
601,0.0192,0.26,0.374167,,,,,
602,0.019633,0.26,0.395883,0.443167,,,,
603,0.020683,0.27,0.413517,,,,,
604,0.018233,0.26,0.4011,0.441583,0.645517,,,
605,0.0213,0.27,0.438533,,,,,
606,0.018567,0.26,0.434333,0.42195,,,,
607,0.018467,0.26,0.43775,,,,,
608,0.02105,0.26,0.420367,0.422533,0.624217,1.090617,3.644367,19.973617
609,0.018617,0.26,0.427467,,,,,
610,0.018,0.25,0.4222,0.42655,,,,
611,0.021267,0.26,0.408733,,,,,
612,0.0218,0.26,0.420083,0.419583,0.655417,,,
613,0.018683,0.26,0.41905,,,,,
614,0.018483,0.27,0.420683,0.464967,,,,
615,0.021867,0.26,0.4069,,,,,
616,0.018417,0.26,0.4128,0.457333,0.653617,1.067817,,
617,0.017,0.27,0.401567,,,,,
618,0.021617,0.26,0.39315,0.436567,,,,
619,0.020567,0.26,0.398667,,,,,
620,0.019383,0.26,0.367317,0.436133,0.626267,,,
621,0.016417,0.25,0.417067,,,,,
622,0.018433,0.26,0.401467,0.41215,,,,
623,0.018883,0.26,0.408467,,,,,
624,0.018533,0.26,0.409733,0.42825,0.668067,1.0124,3.662783,
625,0.02055,0.26,0.411817,,,,,
626,0.020283,0.26,0.40865,0.417817,,,,
627,0.0205,0.26,0.450167,,,,,
628,0.018217,0.26,0.402367,0.4091,0.627683,,,
629,0.017717,0.26,0.4234,,,,,
630,0.019667,0.24,0.412283,0.409967,,,,
631,0.019617,0.24,0.4107,,,,,
632,0.018067,0.26,0.382617,0.435117,0.628833,1.029867,,
633,0.01755,0.26,0.3843,,,,,
634,0.021083,0.25,0.397667,0.413833,,,,
635,0.018517,0.27,0.400217,,,,,
636,0.0201,0.26,0.395633,0.429717,0.673233,,,
637,0.016283,0.26,0.408917,,,,,
638,0.017517,0.27,0.417167,0.445667,,,,
639,0.017717,0.26,0.433167,,,,,
640,0.018267,0.27,0.398467,0.439367,0.642583,0.984817,3.516783,19.385833
641,0.015117,0.26,0.39025,,,,,
642,0.01745,0.26,0.395017,0.437133,,,,
643,0.0201,0.26,0.416233,,,,,
644,0.01735,0.27,0.423867,0.403367,0.637167,,,
645,0.0172,0.25,0.414867,,,,,
646,0.016867,0.25,0.40735,0.444367,,,,
647,0.019333,0.24,0.418367,,,,,
648,0.0169,0.24,0.407983,0.425967,0.6501,1.11165,,
649,0.015183,0.26,0.408967,,,,,
650,0.018133,0.25,0.393133,0.412917,,,,
651,0.018183,0.25,0.3859,,,,,
652,0.019817,0.25,0.392333,0.4074,0.63565,,,
653,0.020417,0.26,0.39435,,,,,
654,0.020317,0.26,0.44595,0.4266,,,,
655,0.015317,0.26,0.40245,,,,,
656,0.01735,0.26,0.387217,0.404117,0.668467,0.979,3.651067,
657,0.019833,0.26,0.38635,,,,,
658,0.021617,0.26,0.385267,0.454317,,,,
659,0.017367,0.26,0.4192,,,,,
660,0.020433,0.26,0.407667,0.447117,0.652067,,,
661,0.018183,0.26,0.412617,,,,,
662,0.0205,0.26,0.418083,0.427867,,,,
663,0.018783,0.26,0.400217,,,,,
664,0.017267,0.26,0.396883,0.406783,0.6539,1.03435,,
665,0.01755,0.26,0.40015,,,,,
666,0.020467,0.26,0.4013,0.427767,,,,
667,0.019433,0.26,0.382067,,,,,
668,0.018733,0.25,0.398583,0.3995,0.615467,,,
669,0.020333,0.25,0.391583,,,,,
670,0.020667,0.26,0.399233,0.416083,,,,
671,0.0176,0.27,0.36495,,,,,
672,0.0196,0.25,0.400267,0.420217,0.65565,1.017417,3.6484,20.059983
673,0.0194,0.26,0.393067,,,,,
674,0.016733,0.26,0.389483,0.406767,,,,
675,0.020683,0.26,0.3891,,,,,
676,0.020367,0.26,0.393867,0.469133,0.617467,,,
677,0.017767,0.26,0.4114,,,,,
678,0.01795,0.25,0.42335,0.410667,,,,
679,0.018133,0.27,0.404717,,,,,
680,0.0192,0.26,0.404017,0.41745,0.650567,0.99605,,
681,0.02145,0.25,0.432767,,,,,
682,0.0161,0.25,0.39535,0.414717,,,,
683,0.01795,0.26,0.399183,,,,,
684,0.021533,0.25,0.3772,0.408267,0.612883,,,
685,0.018267,0.25,0.371317,,,,,
686,0.01945,0.25,0.395883,0.402683,,,,
687,0.019433,0.25,0.3789,,,,,
688,0.02375,0.24,0.409783,0.428383,0.650067,1.049517,3.6455,
689,0.020667,0.25,0.416617,,,,,
690,0.0201,0.26,0.40975,0.415583,,,,
691,0.020717,0.26,0.413917,,,,,
692,0.019883,0.26,0.4319,0.415817,0.6208,,,
693,0.01725,0.26,0.4467,,,,,
694,0.0187,0.27,0.40805,0.409217,,,,
695,0.0199,0.26,0.397683,,,,,
696,0.0202,0.26,0.398567,0.426717,0.614417,0.9642,,
697,0.019533,0.25,0.411717,,,,,
698,0.018467,0.26,0.417267,0.410683,,,,
699,0.019817,0.26,0.413633,,,,,
700,0.0175,0.27,0.395667,0.437017,0.626633,,,
701,0.01765,0.26,0.430867,,,,,
702,0.01945,0.26,0.3968,0.420733,,,,
703,0.01735,0.25,0.39695,,,,,
704,0.01935,0.29,0.4018,0.429767,0.627683,0.989467,3.63565,19.796883
705,0.018683,0.29,0.406067,,,,,
706,0.019667,0.26,0.401817,0.3978,,,,
707,0.018933,0.28,0.416617,,,,,
708,0.01995,0.29,0.423917,0.410717,0.61765,,,
709,0.020083,0.26,0.407817,,,,,
710,0.017417,0.27,0.402933,0.436533,,,,
711,0.020667,0.27,0.404583,,,,,
712,0.020567,0.26,0.409317,0.452417,0.680533,1.058667,,
713,0.017867,0.26,0.3878,,,,,
714,0.021317,0.26,0.386983,0.44435,,,,
715,0.01715,0.26,0.3898,,,,,
716,0.017267,0.26,0.40125,0.434867,0.65595,,,
717,0.018467,0.27,0.393483,,,,,
718,0.022367,0.26,0.404817,0.43605,,,,
719,0.018317,0.26,0.397783,,,,,
720,0.021317,0.26,0.3948,0.43185,0.657033,0.963033,3.525683,
721,0.018317,0.25,0.396367,,,,,
722,0.022367,0.24,0.384833,0.449017,,,,
723,0.020133,0.24,0.412333,,,,,
724,0.019167,0.25,0.40535,0.406667,0.627117,,,
725,0.0195,0.24,0.406033,,,,,
726,0.019567,0.26,0.403633,0.419983,,,,
727,0.014667,0.24,0.43835,,,,,
728,0.019783,0.26,0.402633,0.4069,0.6454,1.002317,,
729,0.016,0.25,0.418283,,,,,
730,0.021017,0.26,0.395333,0.421617,,,,
731,0.018667,0.26,0.398117,,,,,
732,0.019283,0.26,0.379633,0.421067,0.636183,,,
733,0.021283,0.26,0.41375,,,,,
734,0.018467,0.26,0.395417,0.438783,,,,
735,0.016317,0.26,0.4011,,,,,
736,0.016067,0.26,0.40295,0.401317,0.635833,1.004483,3.4199,20.029667
737,0.016583,0.26,0.384067,,,,,
738,0.0193,0.26,0.396067,0.413117,,,,
739,0.020217,0.26,0.39515,,,,,
740,0.020283,0.26,0.391933,0.42005,0.664217,,,
741,0.0203,0.25,0.409183,,,,,
742,0.017917,0.26,0.414233,0.428617,,,,
743,0.019283,0.25,0.408517,,,,,
744,0.019767,0.26,0.414033,0.410233,0.623383,1.020467,,
745,0.02205,0.25,0.398183,,,,,
746,0.01865,0.26,0.418817,0.407967,,,,
747,0.022983,0.26,0.40875,,,,,
748,0.020783,0.25,0.396767,0.41085,0.62845,,,
749,0.022233,0.26,0.410483,,,,,
750,0.0216,0.26,0.41735,0.457917,,,,
751,0.018517,0.25,0.39945,,,,,
752,0.015867,0.27,0.4217,0.4555,0.630567,1.046967,3.51235,
753,0.020567,0.26,0.4113,,,,,
754,0.019817,0.26,0.416883,0.4435,,,,
755,0.018033,0.26,0.404617,,,,,
756,0.01775,0.26,0.4097,0.451667,0.625217,,,
757,0.020083,0.26,0.39315,,,,,
758,0.0215,0.26,0.405867,0.409933,,,,
759,0.019033,0.25,0.3933,,,,,
760,0.016567,0.24,0.385583,0.406717,0.625083,1.06275,,
761,0.016317,0.25,0.452817,,,,,
762,0.019033,0.24,0.41665,0.417083,,,,
763,0.022467,0.26,0.43355,,,,,
764,0.021333,0.25,0.407583,0.407467,0.6447,,,
765,0.017583,0.26,0.419083,,,,,
766,0.017917,0.26,0.4057,0.454033,,,,
767,0.02175,0.25,0.419067,,,,,
768,0.018333,0.26,0.407917,0.429967,0.666433,0.9745,3.278533,19.190417
769,0.015817,0.26,0.379483,,,,,
770,0.01715,0.26,0.398533,0.4559,,,,
771,0.017067,0.26,0.402533,,,,,
772,0.01875,0.26,0.409033,0.457183,0.663933,,,
773,0.0211,0.26,0.40115,,,,,
774,0.017317,0.26,0.4058,0.464267,,,,
775,0.017883,0.26,0.427083,,,,,
776,0.017,0.26,0.417017,0.43205,0.624417,1.065967,,
777,0.020467,0.26,0.421817,,,,,
778,0.020417,0.26,0.4142,0.440283,,,,
779,0.0198,0.25,0.411667,,,,,
780,0.020367,0.24,0.4052,0.409683,0.635117,,,
781,0.018017,0.24,0.409633,,,,,
782,0.016733,0.25,0.422917,0.42385,,,,
783,0.0195,0.24,0.394333,,,,,
784,0.018133,0.26,0.392633,0.42045,0.637317,0.991983,3.290717,
785,0.020717,0.26,0.3898,,,,,
786,0.017783,0.26,0.382867,0.436583,,,,
787,0.019883,0.26,0.38855,,,,,
788,0.020133,0.25,0.392767,0.423783,0.631533,,,
789,0.017833,0.27,0.39465,,,,,
790,0.0194,0.26,0.39925,0.4081,,,,
791,0.016483,0.26,0.4029,,,,,
792,0.0179,0.26,0.4001,0.417783,0.637433,0.9986,,
793,0.021517,0.26,0.405533,,,,,
794,0.018967,0.26,0.40735,0.41915,,,,
795,0.022983,0.25,0.40875,,,,,
796,0.023733,0.26,0.395517,0.410167,0.639617,,,
797,0.0203,0.25,0.398633,,,,,
798,0.017617,0.26,0.398183,0.4141,,,,
799,0.02315,0.24,0.41005,,,,,
800,0.019083,0.24,0.400867,0.430583,0.656367,1.061117,3.522833,20.497633
801,0.016567,0.24,0.4011,,,,,
802,0.018583,0.25,0.392983,0.414683,,,,
803,0.020383,0.25,0.3976,,,,,
804,0.019833,0.26,0.393683,0.4466,0.650417,,,
805,0.0224,0.25,0.3853,,,,,
806,0.01965,0.27,0.3914,0.438767,,,,
807,0.01825,0.26,0.41775,,,,,
808,0.02265,0.26,0.3996,0.41875,0.61035,1.054417,,
809,0.021733,0.26,0.425733,,,,,
810,0.017233,0.26,0.4052,0.402317,,,,
811,0.018767,0.25,0.392183,,,,,
812,0.020167,0.26,0.385983,0.428333,0.627567,,,
813,0.0177,0.25,0.390183,,,,,
814,0.01645,0.26,0.418433,0.438617,,,,
815,0.0161,0.25,0.3975,,,,,
816,0.017933,0.25,0.385833,0.422267,0.606933,1.026333,3.277017,
817,0.01875,0.26,0.4078,,,,,
818,0.018667,0.24,0.422517,0.413183,,,,
819,0.019467,0.24,0.41645,,,,,
820,0.019983,0.24,0.4178,0.419367,0.634117,,,
821,0.019567,0.25,0.41105,,,,,
822,0.020833,0.24,0.400933,0.426917,,,,
823,0.01855,0.25,0.395883,,,,,
824,0.01825,0.26,0.405233,0.431767,0.713517,1.046367,,
825,0.017033,0.26,0.426333,,,,,
826,0.019317,0.26,0.4225,0.437517,,,,
827,0.02025,0.26,0.409867,,,,,
828,0.021583,0.26,0.397517,0.401217,0.60745,,,
829,0.020717,0.26,0.39795,,,,,
830,0.020217,0.26,0.392733,0.428683,,,,
831,0.017733,0.26,0.40175,,,,,
832,0.020767,0.26,0.407683,0.403983,0.629333,1.040017,3.5242,19.204233
833,0.017833,0.26,0.397133,,,,,
834,0.017717,0.26,0.393083,0.415717,,,,
835,0.016417,0.25,0.417367,,,,,
836,0.01685,0.25,0.413483,0.415867,0.620933,,,
837,0.018383,0.25,0.439433,,,,,
838,0.021433,0.25,0.45475,0.407583,,,,
839,0.0227,0.25,0.390417,,,,,
840,0.01635,0.25,0.381283,0.409467,0.649733,1.05795,,
841,0.019367,0.26,0.417717,,,,,
842,0.019683,0.26,0.412067,0.430933,,,,
843,0.016833,0.26,0.40995,,,,,
844,0.016917,0.25,0.389083,0.453183,0.631317,,,
845,0.020583,0.26,0.393633,,,,,
846,0.020717,0.26,0.360933,0.4331,,,,
847,0.019933,0.26,0.372433,,,,,
848,0.019883,0.26,0.409183,0.4424,0.653017,1.00365,3.27195,
849,0.019867,0.26,0.404917,,,,,
850,0.017417,0.26,0.406683,0.470433,,,,
851,0.017067,0.27,0.410567,,,,,
852,0.0195,0.25,0.3839,0.444267,0.638783,,,
853,0.017733,0.26,0.400533,,,,,
854,0.018683,0.25,0.398167,0.419733,,,,
855,0.018583,0.24,0.400883,,,,,
856,0.018583,0.25,0.401167,0.411167,0.611783,1.059667,,
857,0.021583,0.24,0.384483,,,,,
858,0.018133,0.24,0.403467,0.417117,,,,
859,0.018433,0.25,0.393017,,,,,
860,0.019367,0.26,0.402283,0.465417,0.637533,,,
861,0.0207,0.26,0.399817,,,,,
862,0.018083,0.26,0.40845,0.41445,,,,
863,0.01795,0.26,0.3843,,,,,
864,0.018767,0.26,0.403467,0.430333,0.614433,1.00935,3.5156,19.3415
865,0.01865,0.26,0.385467,,,,,
866,0.018433,0.26,0.396067,0.411733,,,,
867,0.02195,0.27,0.412833,,,,,
868,0.01745,0.26,0.381433,0.411183,0.620033,,,
869,0.018667,0.25,0.387267,,,,,
870,0.0204,0.25,0.381583,0.428933,,,,
871,0.014933,0.26,0.411783,,,,,
872,0.02,0.26,0.404267,0.427117,0.63955,1.030817,,
873,0.020417,0.25,0.400133,,,,,
874,0.018233,0.25,0.415833,0.3992,,,,
875,0.022033,0.24,0.3864,,,,,
876,0.018433,0.25,0.388383,0.42645,0.6387,,,
877,0.01985,0.25,0.38435,,,,,
878,0.017,0.25,0.3882,0.413433,,,,
879,0.016483,0.25,0.41245,,,,,
880,0.019317,0.27,0.446783,0.44375,0.708717,0.980783,3.258717,
881,0.02165,0.26,0.402283,,,,,
882,0.015717,0.26,0.383683,0.420117,,,,
883,0.020917,0.26,0.411433,,,,,
884,0.018317,0.26,0.402883,0.440617,0.626467,,,
885,0.01845,0.26,0.410467,,,,,
886,0.01765,0.26,0.402817,0.45425,,,,
887,0.01905,0.26,0.3926,,,,,
888,0.020383,0.26,0.409683,0.447633,0.621783,0.979217,,
889,0.0177,0.26,0.40915,,,,,
890,0.0194,0.25,0.4097,0.3978,,,,
891,0.0195,0.26,0.429283,,,,,
892,0.01955,0.26,0.430783,0.420617,0.666267,,,
893,0.017233,0.25,0.436283,,,,,
894,0.022217,0.24,0.430967,0.426533,,,,
895,0.01915,0.24,0.426383,,,,,
896,0.022133,0.25,0.41115,0.43535,0.6203,0.97625,3.519,20.62515
897,0.020717,0.24,0.407083,,,,,
898,0.020167,0.25,0.395217,0.405883,,,,
899,0.01965,0.25,0.3862,,,,,
900,0.018983,0.25,0.3956,0.404433,0.620917,,,
901,0.02025,0.26,0.41825,,,,,
902,0.021917,0.26,0.406383,0.401067,,,,
903,0.0191,0.26,0.4214,,,,,
904,0.020233,0.26,0.412767,0.406767,0.628533,1.018267,,
905,0.021167,0.26,0.3915,,,,,
906,0.018417,0.26,0.415483,0.4019,,,,
907,0.0204,0.26,0.424933,,,,,
908,0.022,0.26,0.39655,0.399117,0.626067,,,
909,0.018,0.26,0.383017,,,,,
910,0.018417,0.26,0.407167,0.42405,,,,
911,0.01775,0.25,0.407617,,,,,
912,0.0179,0.25,0.423083,0.41285,0.644667,1.09745,3.618117,
913,0.020183,0.24,0.396883,,,,,
914,0.01905,0.24,0.415433,0.437517,,,,
915,0.01885,0.24,0.425833,,,,,
916,0.01955,0.25,0.413367,0.457717,0.624733,,,
917,0.017167,0.26,0.409783,,,,,
918,0.017033,0.25,0.401367,0.424433,,,,
919,0.018883,0.26,0.394883,,,,,
920,0.01745,0.27,0.404917,0.453833,0.634267,1.016533,,
921,0.023233,0.26,0.4009,,,,,
922,0.019967,0.26,0.417683,0.434417,,,,
923,0.020417,0.26,0.4273,,,,,
924,0.021317,0.26,0.407867,0.402917,0.6288,,,
925,0.021533,0.26,0.396467,,,,,
926,0.01915,0.26,0.3975,0.407683,,,,
927,0.02155,0.26,0.4081,,,,,
928,0.019533,0.25,0.38985,0.4086,0.62585,0.976917,3.279517,19.285617
929,0.01915,0.25,0.3851,,,,,
930,0.019683,0.26,0.402433,0.407367,,,,
931,0.019783,0.24,0.416683,,,,,
932,0.019717,0.25,0.417667,0.4127,0.6378,,,
933,0.018667,0.24,0.392867,,,,,
934,0.017417,0.24,0.411417,0.4011,,,,
935,0.021083,0.25,0.403183,,,,,
936,0.020717,0.26,0.39205,0.419517,0.629083,1.057683,,
937,0.021,0.25,0.425933,,,,,
938,0.018567,0.26,0.403533,0.44065,,,,
939,0.0208,0.25,0.419667,,,,,
940,0.023733,0.25,0.416467,0.402033,0.646833,,,
941,0.01685,0.26,0.402133,,,,,
942,0.017333,0.26,0.40935,0.429567,,,,
943,0.0218,0.26,0.41195,,,,,
944,0.018633,0.26,0.398483,0.44685,0.6692,0.9693,3.626183,
945,0.021617,0.26,0.423967,,,,,
946,0.022233,0.26,0.386317,0.4343,,,,
947,0.019267,0.26,0.387983,,,,,
948,0.024617,0.25,0.3966,0.431517,0.620133,,,
949,0.022017,0.25,0.400383,,,,,
950,0.01685,0.24,0.383183,0.420683,,,,
951,0.019433,0.24,0.408283,,,,,
952,0.0198,0.24,0.38205,0.43085,0.635083,1.00945,,
953,0.017283,0.26,0.383,,,,,
954,0.01835,0.25,0.413067,0.430483,,,,
955,0.019817,0.26,0.410767,,,,,
956,0.021167,0.26,0.417,0.44445,0.651617,,,
957,0.018767,0.26,0.396033,,,,,
958,0.0188,0.27,0.399,0.439133,,,,
959,0.019333,0.26,0.411233,,,,,
960,0.0205,0.26,0.390233,0.436467,0.6895,1.041417,3.4203,20.11055
961,0.019217,0.26,0.411033,,,,,
962,0.01885,0.26,0.373267,0.484217,,,,
963,0.022583,0.26,0.394933,,,,,
964,0.023383,0.3,0.391267,0.443167,0.622317,,,
965,0.020767,0.3,0.417,,,,,
966,0.0177,0.26,0.421917,0.423,,,,
967,0.02065,0.3,0.416033,,,,,
968,0.024033,0.26,0.414517,0.432833,0.664183,1.069667,,
969,0.02615,0.25,0.413017,,,,,
970,0.0181,0.28,0.4229,0.4095,,,,
971,0.029283,0.28,0.4189,,,,,
972,0.023333,0.25,0.38875,0.413533,0.627833,,,
973,0.019283,0.25,0.427083,,,,,
974,0.021433,0.26,0.426333,0.401567,,,,
975,0.020167,0.25,0.409533,,,,,
976,0.019167,0.26,0.40045,0.442067,0.666733,1.03485,3.403017,
977,0.022617,0.26,0.448833,,,,,
978,0.020033,0.26,0.408333,0.456917,,,,
979,0.027617,0.26,0.385533,,,,,
980,0.022683,0.26,0.4103,0.436417,0.684033,,,
981,0.0198,0.26,0.388133,,,,,
982,0.016667,0.26,0.410567,0.44745,,,,
983,0.022483,0.26,0.3877,,,,,
984,0.0201,0.26,0.411,0.4217,0.630133,1.004067,,
985,0.021367,0.26,0.40405,,,,,
986,0.022117,0.25,0.404133,0.4371,,,,
987,0.0194,0.25,0.4083,,,,,
988,0.01695,0.26,0.427333,0.404183,0.616683,,,
989,0.02075,0.24,0.413683,,,,,
990,0.0195,0.24,0.439067,0.411867,,,,
991,0.021917,0.25,0.385733,,,,,
992,0.026117,0.25,0.39295,0.404617,0.65545,1.044917,3.656217,19.918317
993,0.0288,0.26,0.390267,,,,,
994,0.024533,0.25,0.420633,0.417483,,,,
995,0.024717,0.26,0.404933,,,,,
996,0.024517,0.26,0.401767,0.459867,0.66065,,,
997,0.023483,0.26,0.41535,,,,,
998,0.017917,0.26,0.390367,0.421233,,,,
999,0.02,0.26,0.395267,,,,,
1000,0.021383,0.25,0.382683,0.423967,0.6433,0.974483,,
1001,0.022767,0.26,0.38475,,,,,
1002,0.020383,0.26,0.420633,0.400733,,,,
1003,0.0198,0.26,0.391383,,,,,
1004,0.017467,0.27,0.409083,0.43,0.648683,,,
1005,0.017467,0.26,0.38555,,,,,
1006,0.017667,0.25,0.396517,0.416917,,,,
1007,0.018267,0.24,0.39915,,,,,
1008,0.01855,0.26,0.3974,0.4071,0.626167,1.0406,3.63985,
1009,0.01895,0.24,0.4064,,,,,
1010,0.020483,0.25,0.390667,0.417733,,,,
1011,0.01815,0.26,0.396433,,,,,
1012,0.018617,0.26,0.390933,0.45255,0.634633,,,
1013,0.015617,0.26,0.3968,,,,,
1014,0.01825,0.25,0.382467,0.4366,,,,
1015,0.018633,0.26,0.390733,,,,,
1016,0.019183,0.26,0.386033,0.442517,0.651067,1.023167,,
1017,0.01855,0.26,0.391883,,,,,
1018,0.020783,0.26,0.405267,0.46075,,,,
1019,0.018033,0.27,0.432817,,,,,
1020,0.017833,0.26,0.4247,0.43125,0.615767,,,
1021,0.017433,0.26,0.419733,,,,,
1022,0.021017,0.26,0.4061,0.4319,,,,
1023,0.020367,0.26,0.429983,,,,,
1024,0.018,0.26,0.420683,0.413567,0.6349,1.163617,3.631767,19.929567
1025,0.017917,0.25,0.420233,,,,,
1026,0.01795,0.25,0.432067,0.41,,,,
1027,0.0187,0.25,0.404867,,,,,
1028,0.024,0.25,0.3999,0.401217,0.626,,,
1029,0.016067,0.24,0.417567,,,,,
1030,0.0204,0.26,0.413117,0.411967,,,,
1031,0.019767,0.26,0.41045,,,,,
1032,0.021033,0.27,0.420083,0.452383,0.647133,1.034083,,
1033,0.022483,0.26,0.40015,,,,,
1034,0.020917,0.26,0.40845,0.417467,,,,
1035,0.019367,0.26,0.381283,,,,,
1036,0.01735,0.26,0.405567,0.444483,0.643717,,,
1037,0.016833,0.26,0.427983,,,,,
1038,0.018083,0.26,0.40485,0.443817,,,,
1039,0.020017,0.26,0.409367,,,,,
1040,0.017567,0.26,0.3983,0.437667,0.666533,1.0893,3.423533,
1041,0.02135,0.26,0.410917,,,,,
1042,0.018783,0.26,0.410233,0.435117,,,,
1043,0.0203,0.26,0.416967,,,,,
1044,0.018017,0.24,0.416367,0.457433,0.6118,,,
1045,0.0186,0.25,0.3927,,,,,
1046,0.0183,0.25,0.3895,0.406983,,,,
1047,0.022733,0.25,0.397383,,,,,
1048,0.019317,0.26,0.398417,0.449233,0.647233,0.993917,,
1049,0.020067,0.26,0.4073,,,,,
1050,0.019683,0.26,0.413333,0.44385,,,,
1051,0.022033,0.26,0.401217,,,,,
1052,0.0212,0.26,0.404733,0.436483,0.66,,,
1053,0.01715,0.26,0.422983,,,,,
1054,0.019467,0.26,0.4126,0.439183,,,,
1055,0.021867,0.26,0.40865,,,,,
1056,0.018583,0.25,0.386883,0.446083,0.640467,1.0708,3.637867,21.1073
1057,0.018067,0.26,0.40165,,,,,
1058,0.019117,0.26,0.417867,0.445383,,,,
1059,0.018133,0.26,0.412067,,,,,
1060,0.02035,0.26,0.41355,0.4819,0.6802,,,
1061,0.02075,0.26,0.40615,,,,,
1062,0.020883,0.24,0.394733,0.421167,,,,
1063,0.020867,0.25,0.40005,,,,,
1064,0.02055,0.24,0.4047,0.426983,0.6326,1.046967,,
1065,0.021317,0.24,0.3855,,,,,
1066,0.018933,0.26,0.400167,0.447533,,,,
1067,0.019433,0.26,0.406517,,,,,
1068,0.01995,0.26,0.38595,0.427567,0.626933,,,
1069,0.02035,0.26,0.38945,,,,,
1070,0.01985,0.26,0.390267,0.428683,,,,
1071,0.019817,0.27,0.404483,,,,,
1072,0.020967,0.26,0.383933,0.420517,0.645683,1.014933,3.667167,
1073,0.01855,0.26,0.4061,,,,,
1074,0.02065,0.26,0.414617,0.413667,,,,
1075,0.01855,0.27,0.44215,,,,,
1076,0.018233,0.26,0.400067,0.421217,0.647783,,,
1077,0.019617,0.26,0.394167,,,,,
1078,0.016567,0.25,0.404717,0.4082,,,,
1079,0.01735,0.25,0.388383,,,,,
1080,0.021733,0.26,0.398617,0.404183,0.61115,0.986083,,
1081,0.015517,0.25,0.384383,,,,,
1082,0.021533,0.24,0.401,0.42905,,,,
1083,0.019983,0.24,0.397567,,,,,
1084,0.023867,0.24,0.400583,0.4201,0.62725,,,
1085,0.023033,0.26,0.4053,,,,,
1086,0.02315,0.25,0.404683,0.4108,,,,
1087,0.021683,0.26,0.419317,,,,,
1088,0.0193,0.26,0.415517,0.457983,0.648983,1.0383,3.6414,21.165683
1089,0.020983,0.26,0.410433,,,,,
1090,0.01835,0.26,0.407133,0.450933,,,,
1091,0.017617,0.26,0.405717,,,,,
1092,0.021717,0.26,0.4045,0.4337,0.65985,,,
1093,0.020633,0.26,0.404783,,,,,
1094,0.018367,0.26,0.42015,0.4587,,,,
1095,0.0207,0.27,0.407983,,,,,
1096,0.019817,0.26,0.4249,0.481867,0.640433,1.004533,,
1097,0.0208,0.26,0.392383,,,,,
1098,0.015083,0.26,0.396467,0.43085,,,,
1099,0.020567,0.26,0.437267,,,,,
1100,0.02,0.25,0.399367,0.417317,0.641033,,,
1101,0.0174,0.25,0.407017,,,,,
1102,0.017683,0.25,0.41955,0.420483,,,,
1103,0.017867,0.25,0.42055,,,,,
1104,0.0185,0.26,0.4094,0.43725,0.690267,1.091117,3.652617,
1105,0.02005,0.25,0.41205,,,,,
1106,0.016467,0.25,0.428733,0.43155,,,,
1107,0.0207,0.26,0.434067,,,,,
1108,0.019283,0.27,0.394433,0.445333,0.6395,,,
1109,0.0164,0.26,0.427333,,,,,
1110,0.022517,0.26,0.3842,0.45325,,,,
1111,0.020967,0.27,0.421433,,,,,
1112,0.021567,0.26,0.405867,0.438983,0.6607,1.0254,,
1113,0.019567,0.26,0.4149,,,,,
